id_petrosur;fecha;local;combustible;empresa;volumen
1;01/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
2;02/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
3;03/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
4;04/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
5;05/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
6;06/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
7;07/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
8;08/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
9;09/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
10;10/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
11;11/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
12;12/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
13;13/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
14;14/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
15;15/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
16;16/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
17;17/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
18;18/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
19;19/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
20;20/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
21;21/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
22;22/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
23;23/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
24;24/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
25;25/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
26;26/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
27;27/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
28;28/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
29;29/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
30;30/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
31;31/01/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4417.657891
32;01/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
33;02/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
34;03/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
35;04/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
36;05/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
37;06/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
38;07/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
39;08/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
40;09/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
41;10/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
42;11/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
43;12/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
44;13/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
45;14/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
46;15/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
47;16/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
48;17/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
49;18/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
50;19/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
51;20/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
52;21/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
53;22/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
54;23/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
55;24/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
56;25/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
57;26/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
58;27/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
59;28/02/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4313.691848
60;01/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
61;02/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
62;03/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
63;04/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
64;05/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
65;06/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
66;07/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
67;08/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
68;09/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
69;10/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
70;11/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
71;12/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
72;13/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
73;14/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
74;15/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
75;16/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
76;17/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
77;18/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
78;19/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
79;20/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
80;21/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
81;22/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
82;23/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
83;24/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
84;25/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
85;26/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
86;27/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
87;28/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
88;29/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
89;30/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
90;31/03/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3783.513149
91;01/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
92;02/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
93;03/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
94;04/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
95;05/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
96;06/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
97;07/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
98;08/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
99;09/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
100;10/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
101;11/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
102;12/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
103;13/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
104;14/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
105;15/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
106;16/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
107;17/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
108;18/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
109;19/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
110;20/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
111;21/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
112;22/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
113;23/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
114;24/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
115;25/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
116;26/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
117;27/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
118;28/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
119;29/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
120;30/04/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;3268.321024
121;01/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
122;02/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
123;03/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
124;04/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
125;05/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
126;06/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
127;07/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
128;08/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
129;09/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
130;10/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
131;11/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
132;12/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
133;13/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
134;14/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
135;15/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
136;16/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
137;17/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
138;18/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
139;19/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
140;20/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
141;21/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
142;22/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
143;23/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
144;24/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
145;25/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
146;26/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
147;27/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
148;28/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
149;29/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
150;30/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
151;31/05/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4185.90503
152;01/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
153;02/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
154;03/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
155;04/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
156;05/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
157;06/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
158;07/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
159;08/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
160;09/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
161;10/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
162;11/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
163;12/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
164;13/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
165;14/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
166;15/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
167;16/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
168;17/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
169;18/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
170;19/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
171;20/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
172;21/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
173;22/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
174;23/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
175;24/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
176;25/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
177;26/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
178;27/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
179;28/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
180;29/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
181;30/06/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4207.100817
182;01/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
183;02/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
184;03/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
185;04/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
186;05/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
187;06/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
188;07/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
189;08/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
190;09/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
191;10/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
192;11/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
193;12/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
194;13/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
195;14/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
196;15/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
197;16/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
198;17/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
199;18/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
200;19/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
201;20/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
202;21/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
203;22/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
204;23/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
205;24/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
206;25/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
207;26/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
208;27/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
209;28/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
210;29/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
211;30/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
212;31/07/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4391.875074
213;01/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
214;02/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
215;03/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
216;04/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
217;05/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
218;06/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
219;07/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
220;08/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
221;09/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
222;10/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
223;11/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
224;12/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
225;13/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
226;14/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
227;15/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
228;16/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
229;17/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
230;18/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
231;19/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
232;20/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
233;21/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
234;22/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
235;23/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
236;24/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
237;25/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
238;26/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
239;27/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
240;28/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
241;29/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
242;30/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
243;31/08/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4409.294143
244;01/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
245;02/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
246;03/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
247;04/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
248;05/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
249;06/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
250;07/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
251;08/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
252;09/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
253;10/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
254;11/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
255;12/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
256;13/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
257;14/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
258;15/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
259;16/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
260;17/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
261;18/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
262;19/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
263;20/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
264;21/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
265;22/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
266;23/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
267;24/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
268;25/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
269;26/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
270;27/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
271;28/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
272;29/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
273;30/09/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4213.99859
274;01/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
275;02/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
276;03/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
277;04/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
278;05/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
279;06/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
280;07/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
281;08/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
282;09/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
283;10/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
284;11/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
285;12/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
286;13/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
287;14/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
288;15/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
289;16/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
290;17/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
291;18/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
292;19/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
293;20/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
294;21/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
295;22/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
296;23/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
297;24/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
298;25/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
299;26/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
300;27/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
301;28/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
302;29/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
303;30/10/23;21 PROYECTADAS;ACTIVA NAFTA 92;PETROSUR;4367.955429
